Nombre,AI keywords,Resumen generado por la IA,País,URL,Instituciones,Destinatarios,Fecha de cierre,Publicar,Geolocation,Latitude,Longitude,Entidad
"Prémio Literário José Luís Peixoto ",Premio Literario,Premio José Luís Peixoto,,https://www.culturaportugal.gov.pt/pt/criar/apoios/diversos-2024/premio-literario-jose-luis-peixoto/,,,"June 30, 2024",No,,,,
Abertas candidaturas ao Prémio Literário Infantojuvenil Manuel Lopes - Imprensa Nacional,Prêmio Literário Infantojuvenil Manuel Lopes,Premio Lit. Infantojuvenil Manuel Lopes,,https://imprensanacional.pt/abertas-candidaturas-ao-premio-literario-infantojuvenil-manuel-lopes/,,,"June 30, 2024",No,,,,
"Residencia en Bogotá, Colombia",Artistas,Convocatoria Bogotá 2024,,https://app.datarte.art/convocatorias/residencia-creativa-bogota-2024,,,"June 30, 2024",No,,,,
"Becas para investigadores en la Universidad de Friburgo, Suiza","Becas para investigadores, Suiza, Universidad de Friburgo",Investigadores Uni Friburgo Suiza,Suiza,https://www.argentina.gob.ar/educacion/campusglobal/becas-extranjero/estancias-cortas-posdoctorado-friburgo-suiza,"Universidad de Friburgo, Suiza",Posdoctoral,"June 30, 2024",No,"46.9480, 7.4474.",46.9480,7.4474.,
XVIIº SALON NACIONAL DE ARTE CONTEMPORÁNEO 2024,Artes Visuales,XVII SNAC 2024,,https://docs.google.com/document/d/1hOj7yRVlf3nO2G7urpg5mQgvD9fBv8ji/edit,,,"June 29, 2024",No,,,,
"Convocatoria Magnum, Textile Transformations 2024",Arte Textil,"Convocatoria Magnum, Textile Transformations 2024",,https://hipermedula.org/2024/06/convocatoria-magnum-textile-transformations-2024/,,,"June 29, 2024",No,,,,
Beca Cobertizo Residencia de artistas,Beca Cobertizo Residencia de artistas,Cobertizo,,https://hipermedula.org/2024/06/beca-cobertizo-residencia-de-artistas/,,,"June 28, 2024",No,,,,
Innuendo,Artistas,Innuendo,,https://www.ekmgallery.co.uk/opencalls,,,"June 27, 2024",No,,,,
CERTAMEN HUGO PADELETTI,Artistas,Certamen Hugo Padeletti,,https://museorosagalisteo.gob.ar/certamen-padeletti/,,,"June 27, 2024",No,,,,
STARTS4WaterII – Open Call for Artists – S+T+ARTS,"Artistas, Residencia para artistas, oportunidad para artistas",STARTS4WaterII,,https://starts.eu/starts4waterii-residencies-call-for-artists/,,,"June 26, 2024",No,,,,
Museu de Coruche,Museu de Coruche,Museo Coruche,,https://www.museu-coruche.org/articles/43,,,"June 23, 2024",No,,,,
Incubator 2024,Artificial Intelligence,Incub. 2024,,https://encc.eu/articles/incubator-2024,,,"June 23, 2024",No,,,,
CIRCLE Women Doc Accelerator | Training Initiative,Artistas,CIRCLE Women Doc Accel.,,https://www.doccircle.me/,,,"June 21, 2024",No,,,,
PASS | International Open Call for Composers | La Toscanini,Compositores,PASS | La Toscanini,,https://www.fondazionetoscanini.it/it/pass_international-open-call-for-composers/,,,"June 20, 2024",No,,,,
Fuso,Fuso Insular Laboratorio,Fuso Insular Lab,,https://fusovideoarte.com/fuso-insular/laboratorio/,,,"June 20, 2024",No,,,,
www.tndm.pt,Dramaturgos,TNDM,,https://www.tndm.pt/pt/atividades/3-residencia-internacional-para-criadoras-es-de-teatro/?utm_source=facebook&utm_medium=facebook-3-residencia-internacional-para-criadoras-es-de-teatro&utm_campaign=facebook-3-residencia-internacional-para-criadoras-es-de-teatro&utm_content=facebook-3-residencia-internacional-para-criadoras-es-de-teatro,,,"June 17, 2024",No,,,,
"Residencia en Berlín, Alemania",Artistas,"Berlín, Alemania",,https://app.datarte.art/convocatorias/flusslab_berlin,,,"June 16, 2024",No,,,,
Buscamos nuevos artistas,Artistas,Umbral Galería 2024,,https://app.datarte.art/convocatorias/umbralgaleria2024,,,"June 15, 2024",No,,,,
Residencias artísticas en España,"España, Residencias Artísticas","Fund. M.J. Jove, Univ. da Coruña",España,https://www.revistamagenta.com/residencia-artistica-en-espana/,Fundación María José Jove y la Universidade da Coruña,Artistxs,"June 14, 2024",No,"41.40338, 2.17403",41.40338,2.17403,
Becas para proyectos de investigación cotutelados del Gobierno de Italia,"Becas de investigación doctoral, Becas del Gobierno de Italia",Proyectos Cotutelados Italia,Italia,https://www.argentina.gob.ar/educacion/campusargentinaglobal/becas-extranjero/becas-para-proyectos-de-investigacion-cotutelados,Gobierno de Italia,Posgrado,"June 14, 2024",No,"41.9028, 12.4964",41.9028,12.4964,
"Beca de maestría ""Julio Cortázar"" en Francia",Becas de Intercambio,Julio Cortázar en Francia,Francia,https://www.argentina.gob.ar/capital-humano/educacion/campusargentinaglobal/becas-extranjero/beca-de-maestria-julio-cortazar-en,,,"June 9, 2024",No,,,,
"Beca de maestría ""Alejandra Pizarnik"" en Francia",Becas de Maestría,Alejandra Pizarnik en Francia,Francia,https://www.argentina.gob.ar/capital-humano/educacion/campusargentinaglobal/becas-extranjero/beca-de-maestria-alejandra-pizarnik,,,"June 9, 2024",No,,,,
Residencias en prácticas curatoriales,,Prácticas curatoriales,,https://www.revistamagenta.com/residencias-en-practicas-curatoriales/,,,"May 24, 2024",No,,,,
Becas de posgrado de la Fundación Carolina en España,,Fundación Carolina en España,España,https://www.argentina.gob.ar/educacion/campusglobal/becas-extranjero/becas-de-posgrado-de-la-fundacion-carolina-en-espana,Fundación Carolina,Posgrado,"May 22, 2024",No,"41.40338, 2.17403",41.40338,2.17403,
Becas de doctorados y estancias cortas posdoctorales de la Fundación Carolina en España,"Becas de doctorados, Estancias cortas posdoctorales, Fundación Carolina",Doctorados y estancias posdoctorales,España,https://www.argentina.gob.ar/educacion/campusglobal/becas-extranjero/becas-de-doctorados-y-estancias-cortas-posdoctorales-de-la,Fundación Carolina,Posgrado,"May 22, 2024",No,"41.40338, 2.17403",41.40338,2.17403,
Residencias Artísticas,"R.A.R.O, Residencias Artísticas",R.A.R.O,Colombia,https://www.revistamagenta.com/residencias-artisticas-r-a-r-o/,R.A.R.O,Artistas,"May 16, 2024",No,"4.5709, -74.2973",4.5709,-74.2973,
Residencias ACE,Residencias Artísticas,ACE,,https://www.revistamagenta.com/residencias-ace/,,,"April 30, 2024",No,,,,
Apoyo a la producción artística CCEBA,Artistas,Apoyo a la producción artística CCEBA,Múltiples destinos,https://www.revistamagenta.com/apoyo-a-la-produccion-artistica-cceba/,CCEBA (Centro Cultural de España en Buenos Aires),Artistas,"March 25, 2024",No,"-34.6037, -58.3816",-34.6037,-58.3816,
Becas y Talleres para Artistas,"Revista Magenta, Talleres para artistas",Talleres para artistas,,https://www.revistamagenta.com/becas-y-talleres-para-artistas/,,,"March 21, 2024",No,,,,
Seminarios de Formación en Francia,"Becar Cultura, Becas de Intercambio, Becas de Maestría",Formación en Francia para artistas,Francia,https://www.revistamagenta.com/seminarios-de-formacion-en-francia/,Gobierno de Francia,Artistas,"March 18, 2024",No,"41.40338, 2.17403",41.40338,2.17403,
Programa de Fomento Internacional para la Promoción de la Música Argentina en el mundo,,Promoción Música Argentina,Múltiples destinos,https://www.argentina.gob.ar/educacion/campusargentinaglobal/becas-argentina/fomento-internacional-inamu,Inamu,Artistas,"January 31, 2024",No,"-34.6037, -58.3816",-34.6037,-58.3816,
Residencia para artistas en Munich,"Becar Cultura, Becas de Intercambio, Residencia para artistas, oportunidad para artistas, programa de residencia",Residencia Munich,Alemania,https://www.revistamagenta.com/residencia-para-artistas-en-munich-2/,Ebenböckhaus y Salta,Artistas,"January 3, 2024",No,"51.16569, 10.451526",51.16569,10.451526,
Proyectos de cooperación internacional de CONICET con diversos países,"CONICET, Posgrado, Proyectos internacionales",Proyectos internacionales CONICET - Países múltiples,Múltiples destinos,https://www.argentina.gob.ar/educacion/campusargentinaglobal/becas-extranjero/proyectos-de-cooperacion-internacional-de-conicet,CONICET (Consejo Nacional de Investigaciones Científicas y Técnicas),Posgrado,"December 1, 2023",No,"-34.6037, -58.3816",-34.6037,-58.3816,
Programa de financiamiento parcial de estadías en el exterior para becarios e investigadores de CONICET,"Becas de Intercambio, Becas de Maestría, Becas de doctorado",Financiamiento parcial de estadías en el exterior,Múltiples destinos,https://www.argentina.gob.ar/educacion/campusargentinaglobal/becas-extranjero/programa-de-financiamiento-parcial-de-estadias-en,CONICET,Posgrado,"December 1, 2023",No,"-34.6037, -58.3816",-34.6037,-58.3816,
Premio Internacional AI,"Artistas, Premio Internacional AI, SFER IK Museion",Premio AI,México,https://www.revistamagenta.com/premio-internacional-ai/,SFER IK Museion,Artistas,"November 17, 2023",No,"41.40338, 2.17403",41.40338,2.17403,
Residencia para artistas en Reino Unido,Residencia para artistas,"Reino Unido - Cierre: October 9, 2023",,https://www.revistamagenta.com/residencia-para-artistas-en-reino-unido/,,,"October 9, 2023",No,,,,
Becas de la Organización Internacional Italo-latinoamericana en Italia,,Oportunidad Italo-latinoamericana,Italia,https://www.argentina.gob.ar/educacion/campusglobal/becas-extranjero/org-italolatinoamericana-italia,Organización Internacional Italo-latinoamericana,No especifica,"September 30, 2023",No,"41.9028, 12.4964",41.9028,12.4964,
Becas de la Comisión Fulbright para seminario para estudiantes universitarios en U.S. Institute for Student Leaders en Estados Unidos,,Comisión Fulbright - U.S. Institute for Student Leaders,Estados Unidos de América,https://www.argentina.gob.ar/educacion/campusargentinaglobal/becas-extranjero/seminario-para-estudiantes-universitarios-study-us,Comisión Fulbright,"Grado, Posgrado","September 29, 2023",No,38.90719,38.90719,38.90719,
"Becas de intercambio ""Becar Cultura"" para artistas y gestores culturales en diversos países","Artistas, Becar Cultura, Becas de Intercambio",Intercambio Cultural,Múltiples destinos,https://www.argentina.gob.ar/educacion/campusargentinaglobal/becas-extranjero/becas-de-intercambio-becar-cultura-para-artistas-y,Gobierno de Argentina,Artistas,"September 25, 2023",No,"-34.61315, -58.37723",-34.61315,-58.37723,
Becas Ministerio de Capital Humano-Comisión Fulbright para posgrado en Estados Unidos,,Posgrado en EE.UU.,Estados Unidos de América,https://www.argentina.gob.ar/educacion/campusglobal/becas-extranjero/becas-ministerio-de-educacion-fulbright-de-posgrado-en,Ministerio de Capital Humano-Comisión Fulbright,Posgrado,"May 3, 2023",No,"38.90719, -77.03738",38.90719,-77.03738,
"Becas al mérito para doctorado, posdoctorado e investigación en Quebec, Canadá",,"Becas al mérito en Quebec, Canadá",Canadá,https://www.argentina.gob.ar/educacion/campusargentinaglobal/becas-extranjero/becas-al-merito-para-doctorado-posdoctorado-e,"Quebec, Canadá",Posgrado,"November 1, 2022",No,"45.42153, -75.69719",45.42153,-75.69719,
Becas del Programa Fondo Oportunidades de EducationUSA en Estados Unidos,"Becas del Programa Fondo Oportunidades, EducationUSA, Estados Unidos",Fondo Oportunidades - EE.UU.,Estados Unidos de América,https://www.argentina.gob.ar/educacion/campusglobal/becas-extranjero/becas-del-programa-fondo-oportunidades-de-educationusa-en,EducationUSA,Posgrado,"February 13, 2022",No,"38.90719, -77.03687",38.90719,-77.03687,
Antología Benéfica «Discatopía» 24/25,,,,https://www.recursosculturales.com/antologia-benefica-discatopia/,,Revisar,,No,,,,Antología Benéfica «Discatopía»
Smithsonian Photo Contest 2024 tiene abierta su convocatoria,,Concurso Fotografía Smithsonian,,https://www.recursosculturales.com/concurso-de-fotografia-smithsonian-photo-contest/,,Revisar,,No,,,,Smithsonian Photo Contest 2024
Convocatoria Malamegi Lab Art Prize Venice’25 edition para artistas visuales,,Malamegi Lab Art Prize,,https://www.recursosculturales.com/lab-art-prize/,,Revisar,,No,,,,Malamegi Lab
Premio de Teatro José Martín Recuerda abre plazo para presentación de obras (España),,Premio Teatro José Martín,,https://www.recursosculturales.com/premio-teatro-jose-martin-recuerda/,,Revisar,,No,,,,Premio de Teatro José Martín Recuerda
Talents Buenos Aires 2025 tiene abierta su inscripción,,Talents BA 2025,,https://www.recursosculturales.com/talents-buenos-aires/,,Revisar,,No,,,,Talents Buenos Aires 2025
Beca Candela  para residencia de creación en el entorno de 5 Pueblos Originarios de Ecuador,,,,https://www.recursosculturales.com/beca-candela-ecuador/,,Revisar,,No,,,,Beca Candela
Apoyos para teatro comunitario del Instituto Nacional del Teatro,,Teatro comunitario INT,,https://www.recursosculturales.com/subsidios-instituto-nacional-del-teatro/,,Revisar,,No,,,,Instituto Nacional del Teatro
"Convocatoria de proyectos, MAC Chile",,Convocatoria MAC Chile,,https://hipermedula.org/2024/11/convocatoria-de-proyectos-mac-chile/,,Revisar,,No,,,,MAC Chile
Convocatoria #Sala10 MUAC,,Sala10 MUAC,,https://hipermedula.org/2024/11/convocatoria-sala10-muac/,,Revisar,,No,,,,MUAC
Becas para pasantías para profesionales del Gobierno de Suiza,,Pasantías Suiza,Suiza,https://www.argentina.gob.ar/becas-para-pasantias-para-profesionales-del-gobierno-de-suiza,,Revisar,,No,,,,Gobierno de Suiza
Mejor Stand Estampa 2024,,Mejor Stand Estampa 2024,,https://www.arteinformado.com/agenda/f/mejor-stand-estampa-2024-233737,,Revisar,,No,,,,Mejor Stand Estampa 2024
Premio Colección Aldebaran - Estampa 2024,,Premio Aldebaran - Estampa 2024,,https://www.arteinformado.com/agenda/f/premio-coleccion-aldebaran-estampa-2024-234008,,Revisar,,No,,,,Premio Colección Aldebaran
Hackeando el Sistema - Arte sin Precio pero con Valor (Convocatoria de Exposición + Subasta de Navidad),,Hackeando el Sistema,,https://www.arteinformado.com/agenda/f/hackeando-el-sistema-arte-sin-precio-pero-con-valor-convocatoria-de-exposicion-subasta-de-navidad-234020,,Revisar,,No,,,,Arte sin Precio
Selecció per a la direcció artística del Centre d’Art Contemporani Fabra i Coats,,Dir. art. Centre d’Art Fabra i Coats,,https://www.arteinformado.com/agenda/f/seleccio-per-a-la-direccio-artistica-del-centre-dart-contemporani-fabra-i-coats-234041,,Revisar,,No,,,,Centre d’Art Contemporani Fabra i Coats
68a Salón Manuel Belgrano,,68a Salón M. Belgrano,,https://www.arteinformado.com/agenda/f/68a-salon-manuel-belgrano-234093,,Revisar,,No,,,,Salón Manuel Belgrano
Programa de becas LABA 2025,,,,https://www.arteinformado.com/agenda/f/programa-de-becas-laba-2025-234003,,Revisar,,No,,,,LABA
I Premio Internacional de Cerámica Contemporánea,,I Premio Internacional Cerámica,,https://www.arteinformado.com/agenda/f/i-premio-internacional-de-ceramica-contemporanea-234120,,Revisar,,No,,,,I Premio Internacional de Cerámica Contemporánea
Convocatoria Loops.Expanded,,Loops.Expanded,,https://www.arteinformado.com/agenda/f/convocatoria-loopsexpanded-234021,,Revisar,,No,,,,Loops.Expanded
Convocatoria de nuevo Curador(a) Jefe del MAMM,,Curador(a) Jefe MAMM,,https://www.arteinformado.com/agenda/f/convocatoria-de-nuevo-curadora-jefe-del-mamm-234023,,Revisar,,No,,,,MAMM
SAC-FiC Programa de Residencias 2025,,SAC-FiC 2025,,https://www.arteinformado.com/agenda/f/sac-fic-programa-de-residencias-2025-234010,,Revisar,,No,,,,SAC-FiC
Open Call | Promoción y venta de fotografía analógica | Le Mur Photo Gallery,,Promoción y venta fotografía,,https://www.arteinformado.com/agenda/f/open-call-promocion-y-venta-de-fotografia-analogica-le-mur-photo-gallery-234091,,Revisar,,No,,,,Le Mur Photo Gallery
Cuidar es Punk,,Cuidar es Punk,,https://www.arteinformado.com/agenda/f/cuidar-es-punk-234137,,Revisar,,No,,,,Cuidar es Punk
"AES, Art Emergent Sabadell 2024",,,,https://www.arteinformado.com/agenda/f/aes-art-emergent-sabadell-2024-234040,,Revisar,,No,,,,"AES, Art Emergent Sabadell 2024"
Convocatoria de grabados,,Convocatoria grabados,,https://www.arteinformado.com/agenda/f/convocatoria-de-grabados-234018,,Revisar,,No,,,,Arte Informado
I Premio de Pintura de Puy du Fou España,,Premio Pintura Puy du Fou,,https://www.arteinformado.com/agenda/f/i-premio-de-pintura-de-puy-du-fou-espana-234116,,Revisar,,No,,,,Puy du Fou España
Microresidencia de Artistas,,Microartistas,,https://www.revistamagenta.com/microresidencia-de-artistas/,,Revisar,,No,,,,
CIMA10: concurso de guiones de cortos audiovisuales (España),,CIMA10: concurso guiones cortos,,https://www.recursosculturales.com/cima10-concurso-guiones/,,Revisar,,No,,,,
Cove Park abre convocatoria para residencias financiadas 2025 en Escocia,,Cove Park 2025,,https://www.recursosculturales.com/residencia-en-escocia-artistas-sonoros/,,Revisar,,No,,,,
Residencia híbrida de Alta Costura Indígena – Creación y Adornos 2025 en Canadá,,,,https://www.recursosculturales.com/residencia-hibrida-de-alta-costura-indigena/,,Revisar,,No,,,,
Programa de residencias artísticas ENTNAE para artes escénicas,,ENTNAE Artes Escénicas,,https://www.recursosculturales.com/residencias-entnae/,,Revisar,,No,,,,
Open Call III de Muralismo en la industria burgalesa Burgos 2031 (Unión Europea),,Muralismo Burgos 2031,,https://www.recursosculturales.com/muralismo-burgos-2031/,,Revisar,,No,,,,
Concurso Literario “La Savia de El Bosque” de relato corto,,Concurso “La Savia de El Bosque”,,https://www.recursosculturales.com/concurso-literario-la-savia-de-el-bosque/,,Revisar,,No,,,,
Convocatoria abierta al Premio de Pintura “Ciutat d´Algemesí”,,"Premio Pintura ""Ciutat d'Algemesí""",,https://www.recursosculturales.com/premio-de-pintura-ciutat-dalgemesi/,,Revisar,,No,,,,
Festival de Cine en Guadalajara abre convocatorias para sus Programas de Industria,,Festival Cine Guadalajara,,https://www.recursosculturales.com/convocatoria-guadalajara-industria/,,Revisar,,No,,,,
Programa PICE de movilidad – Acción Cultural Española 2025,,PICE movilidad 2025,,https://www.recursosculturales.com/programa-internacionalizacion-cultura-pice/,,Revisar,,No,,,,
Convocatoria abierta ACT Festival  Internacional de Escena Emergente 2025,,,,https://www.recursosculturales.com/act-festival-escena-emergente/,,Revisar,,No,,,,
Premios Max de las Artes Escénicas abre convocatoria 2025 (España),,,,https://www.recursosculturales.com/premios-max/,,Revisar,,No,,,,
Yamaha Music Europe Foundation: becas 2024 para estudiar música en Europa,,Yamaha Music Europe 2024,,https://www.recursosculturales.com/yamaha-music-europe-foundation-becas/,,Revisar,,No,,,,
Convocatoria Abierta Residencia E·CO/24],,E·CO/24,,https://hipermedula.org/2024/10/convocatoria-abierta-residencia-e%c2%b7co-24/,,Revisar,,No,,,,
Maestrías de la Escuela de Arte y Patrimonio UNSAM,,Esc. Arte y Patrimonio UNSAM,,https://hipermedula.org/2024/10/maestrias-de-la-escuela-de-arte-y-patrimonio-unsam/,,Revisar,,No,,,,
51ª edición del Salón Nacional de Tucumán.,,51ª ed. Salón Tucumán,,https://hipermedula.org/2024/11/51a-edicion-del-salon-nacional-de-tucuman/,,Revisar,,No,,,,
Becas Tomás y Valiente en España,,,España,https://www.argentina.gob.ar/becas-tomas-y-valiente-en-espana,,Revisar,,No,,,,
Becas de la Académie de France de Madrid de residencias largas para artistas en España,,Académie de France Madrid,España,https://www.argentina.gob.ar/becas-de-la-academie-de-france-de-madrid-de-residencias-largas-para-artistas-en-espana,,Revisar,,No,,,,
Becas de investigación Migelien Gerritzen en el Rijksmuseum de Países Bajos,,Migelien Gerritzen Rijksmuseum,Países Bajos,https://www.argentina.gob.ar/becas-de-investigacion-migelien-gerritzen-en-el-rijksmuseum-de-paises-bajos,,Revisar,,No,,,,
Becas de investigación Johan Huizinga en el Rijksmuseum de Países Bajos,,J. Huizinga en Rijksmuseum,Países Bajos,https://www.argentina.gob.ar/becas-de-investigacion-johan-huizinga-en-el-rijksmuseum-de-paises-bajos,,Revisar,,No,,,,
Becas de investigación Mellon en el Rijksmuseum de Países Bajos,,Mellon en Rijksmuseum,Países Bajos,https://www.argentina.gob.ar/becas-de-investigacion-mellon-en-el-rijksmuseum-de-paises-bajos,,Revisar,,No,,,,
III Open Call muralismo Burgos 2031,,Muralismo Burgos 2031,,https://www.arteinformado.com/agenda/f/iii-open-call-muralismo-burgos-2031-233953,,Revisar,,No,,,,
Convocatoria de Visionado de Maquetas de fotolibro 2024,,Visionado de maquetas fotolibro,,https://www.arteinformado.com/agenda/f/convocatoria-de-visionado-de-maquetas-de-fotolibro-2024-233982,,Revisar,,No,,,,
2025-2026 Residency Program at La Nueva Fábrica,,,,https://www.arteinformado.com/agenda/f/2025-2026-residency-program-at-la-nueva-fabrica-233914,,Revisar,,No,,,,
Concurso de Fotografía para Redes Sociales: Otoño en Aranjuez ¡Ven a vivirlo!,,Concurso Fotografía Otoño Aranjuez,,https://www.arteinformado.com/agenda/f/concurso-de-fotografia-para-redes-sociales-otono-en-aranjuez-ven-a-vivirlo-233958,,Revisar,,No,,,,
CIENCIA Y ARTE CONVOCATORIA INTERNACIONAL STUDIOTOPIA,,Ciencia y Arte - Studiotopia,,https://es.artealdia.com/Convocatorias/CIENCIA-Y-ARTE-CONVOCATORIA-INTERNACIONAL-STUDIOTOPIA,,Revisar,,No,,,,
Candidaturas à Inclusão pela Cultura já estão abertas | Alentejo 2030,,Inclusão pela Cultura,,https://alentejo.portugal2030.pt/2024/09/26/candidaturas-a-inclusao-pela-cultura-ja-estao-abertas/,,Revisar,,No,,,,
"PORTO FEMME IFF | Twitter, Instagram, Facebook | Linktree",,PORTO FEMME IFF,,https://linktr.ee/portofemme?fbclid=PAZXh0bgNhZW0CMTEAAaYmAVB4lcg-tzo9FJ1u4RtTp61mZUXQFN6U0mC5BT4xc-UOlR-1YFgPfMo_aem_4V0Ce-2UALkyx3iomqCoqA,,Revisar,,No,,,,
"Programa Lisboa, Cultura e Media - Candidaturas até 31 de outubro - EGEAC Lisboa Cultura.",,"Lisboa, Cultura e Media",,https://egeac.pt/programa-lisboa-cultura-e-media/,,Revisar,,No,,,,
Subvenções DIVERSIDADE,,Subv. Divers.,,https://www.futuroscriativos.org/oportunidades/lancamento-do-instrumento-de-subvencoes-diversidade/?fbclid=IwY2xjawF7ImpleHRuA2FlbQIxMAABHYPc-fiftjTpRtZgDqfm8TnCdl2ZOf6-80gqKNnC5Ss6uU4Ce8oN3WPi7Q_aem_vFJgMcPIjYv9O7zKaPsVsw,,Revisar,,No,,,,
Guia “How to communicate your project” disponível em português ,,Guia comunicação projeto,,https://europacriativa.eu/noticias/detalhe/1365-guia-how-to-communicate-your-project-disponivel-em-portugues,,Revisar,,No,,,,
Circulação de Obras Literárias Europeias: convocatória aberta,,Circulação de Obras Lit. Eur.,,https://europacriativa.eu/noticias/detalhe/2069-circulacao-de-obras-literarias-europeias-convocatoria-aberta-no-dia-15-de-outubro-de-2024,,Revisar,,No,,,,
Project submission | Eurodoc,,Eurodoc Project Submission,,https://project-submissions.festicine.fr/en/annual-training,,Revisar,,No,,,,
Mujeres Mirando Mujeres abre su convocatoria 2025,,Mujeres Mirando Mujeres 2025,,https://www.recursosculturales.com/mujeres-mirando-mujeres/,,Revisar,,No,,,,
"Blu Sky Artist Award, online international semi-annual grant",,,,https://www.recursosculturales.com/blu-sky-artist-award/,,Revisar,,No,,,,
"Premio “Feel Good” 2024: Relatos inspiradores, lecturas felices",,Premio “Feel Good” 2024,,https://www.recursosculturales.com/premio-feel-good/,,Revisar,,No,,,,
"Fine Art Awards 2024, convocados por Dodho Magazine",,Fine Art Awards 2024,,https://www.recursosculturales.com/fine-art-awards/,,Revisar,,No,,,,
V Encuentro de Pintores en la Naturaleza. Concurso de Pintura al Aire libre “Reserva de la Biosfera La Siberia”,,V Encuentro Pintores Naturaleza,,https://www.recursosculturales.com/concurso-reserva-biosfera-la-siberia/,,Revisar,,No,,,,
"Nuevo Teatro, apoyo económico para  grupos teatrales emergentes (Argentina)",,Nuevo Teatro para Grupos,,https://www.recursosculturales.com/nuevo-teatro-grupos-teatrales-emergentes/,,Revisar,,No,,,,
Abierta la convocatoria de cortometrajes Premio Joves Creadores,,Premio Joves Creadores,,https://www.recursosculturales.com/premio-joves-creadores/,,Revisar,,No,,,,
Beca de creación en arte y artesanías,,Creación en arte y artesanías,,https://www.recursosculturales.com/beca-de-creacion-en-arte-y-artesanias/,,Revisar,,No,,,,
Convocatoria al Festival Internacional de Cine Independiente (BAFICI),,,,https://www.recursosculturales.com/convocatoria-bafici/,,Revisar,,No,,,,
Beca Gomma Grant de fotografía abre convocatoria 2024,,Gomma Grant fotografía 2024,,https://www.recursosculturales.com/gomma-grant/,,Revisar,,No,,,,
Becas en conservación y en investigación científica en el Metropolitan Museum of Art en Estados Unidos,,Conservación e Investigación,Estados Unidos de América,https://www.argentina.gob.ar/becas-en-conservacion-y-en-investigacion-cientifica-en-el-metropolitan-museum-art-en-estados-unidos,,Revisar,,No,,,,
Becas AIAS-AUFF Senior en Dinamarca,,AIAS-AUFF Senior Dinamarca,Dinamarca,https://www.argentina.gob.ar/becas-aias-auff-senior-en-dinamarca,,Revisar,,No,,,,
Becas AIAS-AUFF Junior en Dinamarca,,,Dinamarca,https://www.argentina.gob.ar/becas-aias-auff-junior-en-dinamarca,,Revisar,,No,,,,
Convocatòria per la imatge gràfica del festival Stripart 2025,,Imatge gràfica Stripart 2025,,https://www.arteinformado.com/agenda/f/convocatria-per-la-imatge-grfica-del-festival-stripart-2025-233870,,Revisar,,No,,,,
"Convocatoria para exposición digital colectiva ""Santos""",,"Exposición digital colectiva ""S""",,https://www.arteinformado.com/agenda/f/convocatoria-para-exposicion-digital-colectiva-santos-233805,,Revisar,,No,,,,
Ecologías de la pausa 2025,,,,https://www.arteinformado.com/agenda/f/ecologias-de-la-pausa-2025-233837,,Revisar,,No,,,,
XII Certamen de Pintura Contra la Violencia de Género - No al Silencio 2024,,Certamen Pintura Violencia 2024,,https://www.arteinformado.com/agenda/f/xii-certamen-de-pintura-contra-la-violencia-de-genero-no-al-silencio-2024-233751,,Revisar,,No,,,,
XXX Premi de Pintura Ciutat d'Algemesí,,,,https://www.arteinformado.com/agenda/f/xxx-premi-de-pintura-ciutat-dalgemesi-233880,,Revisar,,No,,,,
XXIX Exposición de Otoño a Nivel Autonómico 2024 ''Peña Los Tranquilotes'',,Exposición Otoño 2024,,https://www.arteinformado.com/agenda/f/xxix-exposicion-de-otono-a-nivel-autonomico-2024-pena-los-tranquilotes-233753,,Revisar,,No,,,,
Technarte Bilbao 2025,,Technarte Bilbao 2025,,https://www.arteinformado.com/agenda/f/technarte-bilbao-2025-233785,,Revisar,,No,,,,
On paper,,On paper,,https://www.arteinformado.com/agenda/f/on-paper-233770,,Revisar,,No,,,,
Fine Art Awards 2024,,Fine Art Awards 2024,,https://www.arteinformado.com/agenda/f/fine-art-awards-2024-233796,,Revisar,,No,,,,
"Mostra FemArt 2024-2025 ""No me cuida la historia, me cuidan las archivas""",,,,https://www.arteinformado.com/agenda/f/mostra-femart-2024-2025-no-me-cuida-la-historia-me-cuidan-las-archivas-233848,,Revisar,,No,,,,
Participación exposición White Balance,,Exposición White Balance,,https://www.arteinformado.com/agenda/f/participacion-exposicion-white-balance-233817,,Revisar,,No,,,,
Participación en la Feria del Fotolibro 5ª Edición,,Feria Fotolibro 5ª Ed.,,https://www.arteinformado.com/agenda/f/participacion-en-la-feria-del-fotolibro-5-edicion-233815,,Revisar,,No,,,,
Open Call – Studiotopia,Open Call Studiotopia,,,https://studiotopia.art/open-call/,,Revisar,,No,,,,
De Shang Yun Porcelain Branding Contest,"Concurso de Branding, recursos culturales",Concurso Porcelana Shang Yun,,https://www.recursosculturales.com/de-shang-yun-porcelain-branding-contest/,,Revisar,,No,,,,
Call for International Art Competition.  Community Art Channel.  Theme: Nature 2024,"Convocatoria, Premio Internacional, arte contemporáneo",,,https://www.recursosculturales.com/competition-community-art-channel/,,Revisar,,No,,,,
Concurso Nacional de Diseño de Etiquetas de Vino,"Concurso Nacional de Diseño de Etiquetas, Concurso de Diseño, Diseño de Etiquetas de Vino",,,https://www.recursosculturales.com/concurso-diseno-etiquetas-de-vino/,,Revisar,,No,,,,
Proyector Festival 2025 abre convocatoria para artistas,"Proyector Festival, convocatoria para artistas, recursos culturales",Proyector Fest 2025,,https://www.recursosculturales.com/proyector-festival/,,Revisar,,No,,,,
