Nombre,Resumen generado por la IA,Destinatarios,URL,País,Fecha de cierre,AI keywords,Publicar,Entidad,Obtener Disciplinas,Obtener Base URL,Base URL,Categoría,Disciplina
LOORE: Art Residencies for Ukrainian Artists and Cultural Workers (Estonia),"Residencia ""LOORE para Artistas Ucranianos"" en Estonia",Revisar,https://on-the-move.org/news/loore-art-residencies-ukrainian-artists-and-cultural-workers-estonia,,"February 28, 2025",,No,On The Move,,,,Residencia,
"Culture Action Europe: CultureAndHealth Platform Artistic Exploration Lab (Austria, Online)","Convocatoria ""CultureAndHealth Platform Artistic Exploration Lab"" en Austria",Revisar,https://on-the-move.org/news/culture-action-europe-cultureandhealth-platform-artistic-exploration-lab-austria-online,,"February 28, 2025",,No,Culture Action Europe,,,,Oportunidad,
Residencia LONG TERM – Producción,,Revisar,https://app.datarte.art/convocatorias/Uberbau_house-528,,"February 28, 2025",,No,Uberbau,,,,Residencia,
UNESCO: Technical Assistance to Implement the 2005 Convention in the Digital Environment,"Asistencia Técnica ""UNESCO 2005 Convención Digital"" en",Revisar,https://on-the-move.org/news/unesco-technical-assistance-implement-2005-convention-digital-environment,,"February 28, 2025",,No,On The Move,,,,Oportunidad,
Stiftung Niedersachsen Media Art Grants at the Edi...,"Beca ""Stiftung Niedersachsen Media Art"" en el mundo",Revisar,https://www.edith-russ-haus.de/en/about/grants,,"February 28, 2025",,No,Edi,,,https://www.edith-russ-haus.de/en/about/grants,Beca,
"""Artist of The Winter"" Juried Art Exhibition by UP...","Convocatoria ""Artist of The Winter"" en el mundo",Revisar,https://upwardgallery.com/ad/competitions/94/artist-winter,,"February 28, 2025",,No,UP,,,https://upwardgallery.com/ad/competitions/94/artist-winter,Convocatoria,
John Michael Kohler Arts Center: Arts/Industry Residency Programme 2025 (USA),"Residencia ""John Michael Kohler Arts Center Arts/Industry"" en USA",Revisar,https://on-the-move.org/news/john-michael-kohler-arts-center-artsindustry-residency-programme-2025-usa,,"February 28, 2025","oportunidad para artistas, programa de residencia, residencia para artistas",Yes,On The Move,,,https://www.jmkac.org/,Residencia,
Hokuriku Region Dance Festival: 2025 Artist-in-Residence (Japan),"Residencia ""Hokuriku Region Dance Festival"" en Japón",Revisar,https://on-the-move.org/news/hokuriku-region-dance-festival-2025-artist-residence-japan,Japón,"February 28, 2025","oportunidad para artistas, programa de residencia, residencia de artistas",Yes,On-the-Move,,,https://on-the-move.org/news/hokuriku-region-dance-festival-2025-artist-residence-japan,Residencia,
Ettijahat: Zad Programme for the Mobility of Artists from the Arab Region Residing in Europe 2025,"Convocatoria ""Ettijahat: Zad Programme Mobility Artists"" en Europa",Revisar,https://on-the-move.org/news/ettijahat-zad-programme-mobility-artists-arab-region-residing-europe-2025,,"February 28, 2025","oportunidad para artistas, programa de residencia, residencia para artistas",Yes,Ettijahat,,,https://on-the-move.org/news/ettijahat-zad-programme-mobility-artists-arab-region-residing-europe-2025,Convocatoria,
Beca Parcial: Incentivo Sur Global en PAR Residenc...,"Beca ""Incentivo Sur Global"" en Argentina",,https://www.instagram.com/par.residence/,Argentina,"February 28, 2025","Beca Parcial: Incentivo Sur Global, Incentivo Sur Global, Residencia",No,PAR Residence,,,"No relevant URL was found that indicates the original source of the ""Beca Parcial: Incentivo Sur Global en PAR Residenc..."" opportunity. The provided URL, 'https://www.instagram.com/accounts/login/?next=https%3A%2F%2Fwww.instagram.com%2Fpar.residence%2F&is_from_rle', does not appear to be an original source. It seems to be a login page for Instagram, which does not provide direct access to the opportunity announcement.

Therefore, the original URL provided is the best option available for further investigation.

- **Original URL:** https://www.instagram.com/accounts/login/?next=https%3A%2F%2Fwww.instagram.com%2Fpar.residence%2F&is_from_rle",Beca,Performance
La Maldita Estampa  Convocatoria de RESIDENCIAS ARTÍSTICAS 2025 / Barcelona -España,"Residencia ""La Maldita Estampa"" en España",,https://app.datarte.art/convocatorias/la-maldita-estampa-480,España,"February 28, 2025","Residencias Artísticas, programa de residencia, residencia de artistas",Yes,La Maldita Estampa,,,https://lamalditaestampa.eu/residencias-artisticas/,Convocatoria,"Grabado, Litografía, Serigrafía."
FotoCreativaBA Residencia Artística Buenos Aires 2025 [Res Artis member],"Residencia ""FotoCreativaBA 2025"" en Argentina",,https://app.datarte.art/convocatorias/fotocreativaba,Argentina,"February 28, 2025","Residencias, oportunidad para artistas, residencia artística",No,Datarte,,,https://resartis.org/listings/fotocreativaba/,Residencia,
Nature’s Wonder Online Art Exhibition,"Convocatoria ""Nature’s Wonder Art Exhibition"" en Virtual",,https://tenmoirgallery.com/natures-wonder-online-art-exhibition/,Virtual,"February 28, 2025","Exposición de Arte Online, Tenmoir Gallery",Yes,Ten Moir Gallery,,,https://tenmoirgallery.com/natures-wonder-online-art-exhibition/,Convocatoria,"Pintura, Fotografía, Escultura"
MUSE Design Awards abre convocatoria 2025,"Convocatoria ""MUSE Design Awards"" en Múltiples Países",,https://www.recursosculturales.com/muse-design-awards-2/,Múltiples Países,"February 28, 2025",Concurso de Diseño,Yes,MUSE Design Awards,,,https://competitions.archi/competition/2025-muse-design-awards/,Premios,"Arquitectura, Diseño"
Concurso Voces Nuevas de Poesía 2025,"Concurso ""Voces Nuevas Poesía"" en España",,https://www.recursosculturales.com/concurso-voces-nuevas-de-poesia/,España,"February 28, 2025","Concurso Voces Nuevas de Poesía, Premio Literario, convocatoria",Yes,Voces Nuevas,,,https://www.torremozas.com/premios/premio-voces-nuevas,Premios,"Poesía, Literatura"
Textografia 2025,"Oportunidad ""Textografia 2025"" en España",,https://www.arteinformado.com/agenda/f/textografia-2025-234510,España,"February 28, 2025","Arte contemporáneo, Evento artístico",Yes,Arte Informado,,,https://www.arteinformado.com/agenda/f/textografia-2025-234510,Convocatorias,"Poesía, Tipografía, Gráfico"
VII Certamen de Creación Joven Artistas Emergentes,"Convocatoria ""VII Certamen Creación Joven"" en España",,https://www.arteinformado.com/agenda/f/vii-certamen-de-creacion-joven-artistas-emergentes-234396,España,"February 28, 2025","Certamen Nacional, oportunidad para artistas, residencia para artistas",Yes,Crea Loyola,,,https://www.uloyola.es/actividades/servicio-de-cultura-formacion-complementaria/crea-loyola/certamen-artistas-emergentes,Convocatorias,"Fotografía, pintura, escultura"
Participación exposición White Balance,"Convocatoria ""White Balance"" en España",,https://www.arteinformado.com/agenda/f/participacion-exposicion-white-balance-233817,España,"February 28, 2025","Arte contemporáneo, exposición, participación artística",Yes,White Balance,,,https://www.arteinformado.com/agenda/f/participacion-exposicion-white-balance-233817,Convocatorias,"Fotografía, instalación, artes"
Edith-Russ-Haus for Media Art: Media Art Grants 2025 (Germany),"Beca ""Edith-Russ-Haus Media Art Grants"" en Alemania",Revisar,https://on-the-move.org/news/edith-russ-haus-media-art-media-art-grants-2025-germany,,"February 27, 2025",,No,On The Move,,,,Beca,
"""Galaxy"" Online Exhibition by Part Crowd Art Galle...","Convocatoria ""Galaxy Online Exhibition"" en todo el mundo",Revisar,https://www.partcrowd.com/opencalls,,"February 27, 2025",,No,Part Crowd Art Gallery,,,https://www.partcrowd.com/opencalls,Convocatoria,
Goethe-Institut Fellowship at the documenta archiv (Germany),"Beca ""Goethe-Institut Fellowship documenta archiv"" en Alemania",Revisar,https://on-the-move.org/news/goethe-institut-fellowship-documenta-archiv-germany,,"February 27, 2025",,No,Goethe-Institut,,,https://www.goethe.de/en/kul/bku/ser/fel.html,Beca,
"""Art Seen"" The Curator’s Salon Magazine Internatio...","Convocatoria ""Art Seen Magazine"" en el mundo",,https://www.thecuratorssalon.com/submissions,,"February 27, 2025",,No,The Curator’s Salon,,,https://www.thecuratorssalon.com/artseenmagazine,Convocatoria,
Open Call: Jackson’s Art Prize 2025,"Convocatoria ""Jackson’s Art Prize"" en el mundo",Revisar,https://www.jacksonsart.com/artprize/,,"February 26, 2025",,No,Jackson's Art Prize,,,https://www.jacksonsart.com/artprize/,Premio,
Open Call: Grand Prix Images Vevey & Book Award 20...,"Convocatoria ""Grand Prix Images Vevey & Book Award"" en todo el mundo",Revisar,https://www.images.ch/grand-prix/,,"February 26, 2025",,No,Grand Prix Images Vevey,,,https://www.images.ch/grand-prix/,Convocatoria,
Open Call 2025: Sea & Urbanism in Kavala,"Convocatoria ""Open Call 2025: Sea & Urbanism"" en Kavala",Revisar,https://eutopiaart.com/open-calls-2025/urbanism-and-sea-kavala-2025,,"February 26, 2025",,No,Eutopía Art,,,https://eutopiaart.com/open-calls-2025/urbanism-and-sea-kavala-2025,Convocatoria,
"""Landscape"" Juried Art Exhibition by UPWARD Galler...","Convocatoria ""Landscape Juried Art Exhibition"" en el mundo",Revisar,https://upwardgallery.com/ad/competitions/99/landscape,,"February 26, 2025",,No,UPWARD Gallery,,,https://upwardgallery.com/ad/competitions/55/landscape,Convocatoria,
Open Call: Artists of The Season by ART from HEART,"Convocatoria ""Artists of The Season"" en todo el mundo",Revisar,https://www.artfromheart.co.uk/artist-of-the-season-submit,,"February 26, 2025",,No,ART from HEART,,,https://www.artfromheart.co.uk/artist-of-the-season-submit,Convocatoria,
15th Annual “Figurative” Online Art Competition,"Convocatoria ""15th Annual Figurative Art Competition"" en todo el mundo",,https://lightspacetime.art/15th-figurative-art-competition-2025/,,"February 26, 2025",,No,Light Space & Time,,,https://lightspacetime.art/15th-figurative-art-competition-2025/,Convocatoria,
KRILA: 6th TranziT European Festival of Contemporary Theatre Practices (Croatia),"Festival ""KRILA TranziT"" en Croacia",Revisar,https://on-the-move.org/news/krila-6th-tranzit-european-festival-contemporary-theatre-practices-croatia,,"February 25, 2025",,No,TranziT,,,,Convocatoria,
"38th Annual InFocus Photography Competition, Exhib...","Convocatoria ""InFocus Photography Competition"" en el mundo",,https://www.infocus-tcaa.org/call-for-entries-2025.html,,"February 25, 2025",,No,InFocus,,,https://www.infocus-tcaa.org/call-for-entries-2025.html,Convocatoria,
FICIC Festival Internacional de Cine Independiente de Cosquín 2025,"Festival ""FICIC Cine Independiente"" en Argentina",,https://www.recursosculturales.com/ficic-festival-internacional-de-cine-independiente-de-cosquin/,Argentina,"February 25, 2025","Arte contemporáneo, Festival de Cine",Yes,Festival Internacional de Cine Independiente de Cosquín,,,https://cosquinfilmfest.com/bienvenidos/,Convocatorias,"Cine, audiovisual, televisión"
Open Call: Scenes From Real Life,"Convocatoria ""Resonancia del Yo"" en Italia",,https://www.loosenart.com/pages/calls,Italia,"February 25, 2025",convocatoria,Yes,LoosenArt,,,https://www.loosenart.com/pages/calls,Convocatoria,"Pintura, escultura, arquitectura"
A Studio in the Woods: Self as Universe Artist Residencies 2025–2026 (USA),"Residencia ""Self as Universe"" en USA",Revisar,https://on-the-move.org/news/studio-woods-self-universe-artist-residencies-2025-2026-usa,,"February 24, 2025",,No,On the Move,,,,Residencia,
Vapores Artistic and Research Production Residency on the Monnegre River 2025 (Spain),"Residencia ""Vapores Artistic Research Monnegre River"" en España",Revisar,https://on-the-move.org/news/vapores-artistic-and-research-production-residency-monnegre-river-2025-spain,,"February 24, 2025",,No,On The Move,,,,Residencia,
"Festival Pangue Videoarte 2025  ","Festival ""Pangue Videoarte"" en",Revisar,https://app.datarte.art/convocatorias/festival-pangue-videoarte-2025,,"February 24, 2025",,No,Datarte,,,,Convocatoria,
"Alliance for Socially Engaged Arts Fellowship 2025 for Arts Leaders in Europe (Italy, Online)","Beca ""Alliance for Socially Engaged Arts Fellowship"" en Italia",Revisar,https://on-the-move.org/news/alliance-socially-engaged-arts-fellowship-2025-arts-leaders-europe-italy-online,,"February 24, 2025",,No,On the Move,,,,Oportunidad,
CreArt: Kaunas Land Residency and Art Installation in Public Spaces 2025 (Lithuania),"Residencia ""CreArt Kaunas Land"" en Lituania",Revisar,https://on-the-move.org/news/creart-kaunas-land-residency-and-art-installation-public-spaces-2025-lithuania,,"February 24, 2025",,No,On The Move,,,,Residencia,
"Architectural League of New York: 2025 Deborah J. Norden Travel Fund for Architects in the United States of America, Canada, and Mexico","Beca ""Deborah J. Norden Travel Fund"" en Estados Unidos, Canadá y México",Revisar,https://on-the-move.org/news/architectural-league-new-york-2025-deborah-j-norden-travel-fund-architects-united-states,,"February 24, 2025",,No,Architectural League,,,https://archleague.org/competition/2025-deborah-norden-fund-call-for-proposals/,Fondos,
Open Call: Contexture feat. I Am Woman Project,"Convocatoria ""Contexture feat. I Am Woman Project"" en todo el mundo",Revisar,https://www.thehouseofsmalls.com/opencalls,,"February 24, 2025",,No,The House of Smalls,,,https://www.curatorspace.com/opportunities/detail/contexture-feat-i-am-woman-project/8898,Convocatoria,
"MostraFemArt 2024-2025: ""No me cuida la historia, ...","Convocatoria ""MostraFemArt 2024-2025"" en España",,https://femartmostra.org/convocatoria-oberta-mostra-femart-2025/,España,"February 24, 2025","Convocatorias, Residencias Artísticas, premio internacional",Yes,FemArt,,,https://www.metmuseum.org/press-releases/2025-commissions-2025-exhibitions,Convocatoria,Visuales
Convocatoria La Micrera 2025 para microrrelatistas,"Convocatoria ""La Micrera 2025"" en Chile",,https://www.recursosculturales.com/la-micrera/,Chile,"February 24, 2025","concurso de microrrelatos, convocatoria de microrrelatos, microrrelatos",Yes,Micrera,,,https://www.recursosculturales.com/la-micrera/,Convocatorias,"Literatura, Publicaciones"
Aurora Borealis: Artists Residency Programme 2025 (Italy),"Residencia ""Aurora Borealis 2025"" en Italia",Revisar,https://on-the-move.org/news/aurora-borealis-artists-residency-programme-2025-italy,,"February 23, 2025",,No,On The Move,,,,Residencia,
"Held Together: Fragility & Endurance in Art, Virtu...","Convocatoria ""Held Together: Fragility & Endurance in Art"" en",Revisar,https://visionaryartcollective.submittable.com/submit,,"February 23, 2025",,No,Visionary Art Collective,,,,Convocatorias,
"Mostra FemArt 2024-2025 ""No me cuida la historia, me cuidan las archivas""","Convocatoria ""Mostra FemArt 2024-2025"" en España",,https://www.arteinformado.com/agenda/f/mostra-femart-2024-2025-no-me-cuida-la-historia-me-cuidan-las-archivas-233848,España,"February 23, 2025",Exhibición,Yes,Arte Informado,,,https://www.exibart.es/evento-arte/convocatoria-mostra-femart-2024-2025/,Convocatorias,"Visuales, fotografía, Artes"
"Open Call: ""Under All Is The Land"" by Woman Made G...","Convocatoria ""Under All Is The Land"" en Italia",Revisar,https://www.artjobs.com/open-calls/call-artists/italy/22652/plastic-visions,,"February 22, 2025",,No,Plastic Visions,,,,Convocatoria,
"""Color"" An Exhibition at Decode Gallery","Convocatoria ""COLOR"" en el mundo",Revisar,https://decodegallery.com/color,,"February 22, 2025",,No,Decode Gallery,,,https://decodegallery.com/color,Convocatoria,
"Virtual Exhibition: ""Impermanence"" by Art Fluent","Convocatoria ""Impermanence"" en EEUU",,https://art-fluent.com/calls-for-art/impermanence-prospectus/,EEUU,"February 22, 2025","Arte, Convocatorias, Exposición Virtual",Yes,Art Fluent,,,https://art-fluent.com/calls-for-art/impermanence-prospectus/,Convocatoria,Visuales
Open Call: Home Based Program (Residencia en Barce...,"Residencia ""Home Based Program"" en Barce...",Revisar,https://www.esrarobarcelona.com/como-aplicar-barcelona,,"February 21, 2025",,No,Esra Ró Barcelona,,,,Convocatoria,
Open Call March 2025: “Metamorphosis: Transformati...,"Convocatoria ""Metamorphosis Transformaciones en Arte"" en todo el mundo",Revisar,https://bushwickgallery.com/open-call-march-2025-metamorphosis-transformations-in-art/,,"February 21, 2025",,No,Bushwick Gallery,,,https://bushwickgallery.com/open-call-march-2025-metamorphosis-transformations-in-art/,Convocatoria,
OPEN CALL  / RESIDENCIA EPECUÉN,"Residencia ""Epecuén"" en todo el mundo",Revisar,https://app.datarte.art/convocatorias/residenciaepecuen,,"February 21, 2025",,No,Residencia Epecuén,,,https://residenciaepecuen.com.ar/open-call/,Convocatoria,
Open Call: Three-Person Exhibition in Spring 2025,"Convocatoria ""Obtener Disciplina"" en EEUU",,https://www.space776.com/open-call,EEUU,"February 21, 2025","Convocatorias, oportunidad para artistas",Yes,Space776,,,https://www.space776.com/open-call,Convocatoria,VIsuales
"Residencia de creación en ARTS ITOYA (Saga, Japón)","Residencia ""ARTS ITOYA"" en Japón",,https://artsitoya.com/apply/,Japón,"February 21, 2025","oportunidad para artistas, programa de residencia, residencia de artistas",Yes,ARTS ITOYA,,,https://artsitoya.com/,Residencia,Visuales
"Wiener Festwochen: In the Field Programme for Emerging Artists and Cultural Workers (Austria) ","Convocatoria ""Wiener Festwochen Field Programme"" en Austria",Revisar,https://on-the-move.org/news/wiener-festwochen-field-programme-emerging-artists-and-cultural-workers-austria,,"February 20, 2025",,No,Wiener Festwochen,,,,Oportunidad,
A Turma: InResidence 2025 Artist Residency for Playwrights or Theatre Makers (Portugal),"Residencia ""InResidence 2025"" en Portugal",Revisar,https://on-the-move.org/news/turma-inresidence-2025-artist-residency-playwrights-or-theatre-makers-portugal,,"February 20, 2025",,No,On The Move,,,,Residencia,
Tartu City of Literature: Residency for Writers and Translators 2025 (Estonia),"Residencia ""Tartu City of Literature"" en Estonia",Revisar,https://on-the-move.org/news/tartu-city-literature-residency-writers-and-translators-2025-estonia,,"February 20, 2025",,No,Tartu City of Literature,,,,Residencia,
"Open Call: ""Human Expressions 2025"" by Maryland Fe...","Convocatoria ""Human Expressions"" en Estados Unidos, Canadá y México",Revisar,https://mdfedart.com/portfolio/human-expressions/,,"February 20, 2025",,No,Maryland Federation of Art,,,https://mdfedart.com/exhibitions/,Convocatoria,
"Pan-Adria: Fellowship for Contemporary Dance Productions in Adriatic, Pannonian and/or Alpine regions 2025/2026 ","Beca ""Pan-Adria Fellowship Danza Contemporánea"" en Adriático, Pannoniano y/o Alpino",Revisar,https://on-the-move.org/news/pan-adria-fellowship-contemporary-dance-productions-adriatic-pannonian-andor-alpine-regions,,"February 20, 2025",,No,On-the-Move,,,https://zagrebackiplesnicentar.hr/en/pan-adria-network/,Oportunidad,
Fanak Fund: NURUS Programme Mobility Grants Focused on Environmental Issues,"Beca ""Fanak Fund: NURUS Mobility Grants"" en el mundo",,https://on-the-move.org/news/fanak-fund-nurus-programme-mobility-grants-focused-environmental-issues,,"February 20, 2025",Fondo,No,NURUS Programme,,,https://on-the-move.org/topics/environment-sustainability,Fondos,Multidisciplinar
VII Certamen de creación para artistas emergentes,"Convocatoria ""VII Certamen Creación Artistas Emerg."" en España",,https://app.datarte.art/convocatorias/certamen-creacion-artistas-emergentes-2025,,"February 20, 2025",,No,Datarte,,,https://www.uloyola.es/actividades/servicio-de-cultura-formacion-complementaria/crea-loyola/certamen-artistas-emergentes,,
XVIII Concurso de Fotografía Dones con motivo del ...,Concurso Fotografía Dones,,https://www.peniscola.org/ver/16834/Concurs-de-Fotograf%C3%ADa-Dones-2024.html,,"February 20, 2025",,No,Dones,,,https://www.peniscola.org/ver/16834/Concurso-de-Fotograf%C3%ADa-Dones-2025.html,Premios,
Home Based Program (Residencia en Barcelona),"Residencia ""Home Based Program"" en Barcelona",,https://app.datarte.art/convocatorias/home-based-program-2024,,"February 20, 2025",,No,Datarte,,,,Residencia,
"Residencia de creación en Saga, Japón","Residencia ""Residencia de creación Saga"" en Japón",,https://app.datarte.art/convocatorias/residencia-en-saga-japon-2025,Japón,"February 20, 2025",residencia de artistas,Yes,Datarte,,,https://app.datarte.art/convocatorias/residencia-en-saga-japon-2025,Residencia,"Pintura, Escultura"
Home Based Program,"Convocatoria ""Home Based Program"" en España",,https://app.datarte.art/convocatorias/home-based-program-2024,España,"February 20, 2025",Programa de Residencia en Casa,Yes,Datarte,,,"No better option is found. The original URL provided is:
'https://app.datarte.art/convocatorias/home-based-program-2024'",Convocatorias,"Visuales, música, teatro"
"Open Call: Residencia artística en ISCP (NY, EEUU)","Residencia ""ISCP"" en EEUU",Revisar,https://fundacionamaamoedo.org/index.php/es//programs/category/conecta,,"February 18, 2025",,No,Fundación Ama Amoedo,,,,Residencia,
"27th Annual ""The International"" A Competition for ...","Convocatoria ""The International Competition Portraiture"" en el mundo",Revisar,https://www.portraitsociety.org/the-international-portrait,,"February 18, 2025",,No,Sociedad de Retrato,,,https://www.portraitsociety.org/the-international-portrait,Convocatoria,
"A Smith Gallery Call for Entries: ""Botanical""","Convocatoria ""A Smith Gallery Botanical"" en Internacional",Revisar,https://asmithgallery.com/main-gallery-call-for-entry/,,"February 18, 2025",,No,A Smith Gallery,,,https://asmithgallery.com/main-gallery-call-for-entry/,Convocatoria,
The Artist and Leisure Painter Open Art Competitio...,"Convocatoria ""The Artist and Leisure Painter Open Art Competition"" en",,https://artopps.co.uk/opportunities/talp25,,"February 18, 2025","Concurso de Pintura, premio internacional, premios de arte",No,Artopps,,,https://www.artworkarchive.com/call-for-entry/the-artist-leisure-painter-open-art-competition-2025,Convocatoria,
Shapes Of Influence 2025,,Revisar,https://www.artconnect.com/opportunity/q4s-A5Zx_r7CFNv31gs9k,,"February 17, 2025",,No,Springfield Art,,,,Oportunidad,
Nipkow Film Development Fellowship | Berlin,"Beca ""Nipkow Film Development Fellowship"" en Alemania",Revisar,https://www.artconnect.com/opportunity/7e_xNu59303kk-fhcZ2b2,,"February 17, 2025",,No,Nipkow,,,,Beca,
Embracing The Ocean,,Revisar,https://www.artconnect.com/opportunity/J7ZnvGK-VEXgAEaf8uPi6,,"February 17, 2025",,No,Marine Board,,,,Convocatoria,
Draper Grand Prize,"Beca ""Draper Grand Prize"" en",Revisar,https://www.artconnect.com/opportunity/eKX0rQVY5HgzyaXdW1Fp4,,"February 17, 2025",,No,Sociedad Internacional del Retrato,,,,Premio,
The Alexia Grants 2025,,Revisar,https://www.artconnect.com/opportunity/iMY4pPN9m0NX2OjIV99ul,,"February 17, 2025",,No,Art Connect,,,,Beca,
"Open Call: Artist-in-Residence, Munich","Residencia ""Artist-in-Residence"" en Alemania",Revisar,:,,"February 17, 2025",,No,,,,,Residencia,
"Open Call: ""Edge of Now"" Juried Group Exhibition","Convocatoria ""Edge of Now"" en",Revisar,https://www.bandadas.com/convocation,,"February 17, 2025",,No,Bandadas,,,,Convocatoria,
"European Marine Board: Artist Residency Programme, ‘EMBracing the Ocean’ 2025–2026","Residencia ""EMBracing the Ocean"" en Europa",Revisar,https://on-the-move.org/news/european-marine-board-artist-residency-programme-embracing-ocean-2025-2026,,"February 17, 2025",,No,EMBracing the Ocean,,,,Residencia,
Convocatoria CEC Rosario: Emergentes 2025,"Convocatoria ""Emergentes 2025"" en Argentina",,https://www.cecrosario.gob.ar/index.php/events/convocatoria-emergentes-2025-abierta/,Argentina,"February 17, 2025",Convocatoria Emergentes 2025,Yes,CEC Rosario,,,https://www.cecrosario.gob.ar/index.php/events/convocatoria-emergentes-2025-abierta/,Convocatoria,"Instalación, Visuales"
11th Fine Art Photography Awards,"Convocatoria ""11th Fine Art Photography Awards"" en todo el mundo",,https://fineartphotoawards.com/terms/,,"February 17, 2025",,No,Fine Art Photography Awards,,,https://fineartphotoawards.com/,Premio,
McKinney International Art and Design Residency 20...,"Residencia ""McKinney International Art and Design"" en EEUU",Destacar,https://indiana.slideroom.com/#/login/program/78093,EEUU,"February 17, 2025","Residencias Artísticas, oportunidad para artistas, residencia para artistas",Yes,McKinney International Art and Design Residency,,,https://indiana.slideroom.com/#/login/program/78093,Residencia,"Diseño, Visuales, Arquitectura"
BGD Photo Month: New Talents 2025,"Convocatoria ""New Talents"" en el mundo",,https://www.belgradephotomonth.org/en/open-calls/new-talents-2025/,,"February 17, 2025",,No,Belgrade Photo Month,,,https://www.belgradephotomonth.org/en/open-calls/new-talents-2025/,Convocatoria,
Tartget Prize International Painting Contest,"Convocatoria ""Tartget Prize International Painting Contest"" en España",,https://tartgetpaintingprize.com/index.php/rules/,España,"February 17, 2025",,No,Tartget Prize,,,"The most relevant URL to verify the originality of the source for the ""Tartget Prize International Painting Contest"" is:

https://tartgetpaintingprize.com/index.php/rules/

However, this URL does not indicate authority (e.g., .edu, .gov, .org). To confirm originality, it is crucial to cross-reference this opportunity with other sources.

If no better option is found, the original URL remains the best reference.

Therefore, the response is:
- https://tartgetpaintingprize.com/index.php/rules/",Premio,
Deadline Extended! Bba Photography Prize 2025,"Convocatoria ""Bba Photography Prize"" en",Revisar,https://www.artconnect.com/opportunity/3m0apbJniPRjesWZig2KU,,"February 16, 2025",,No,BBA Photography Prize,,,,Premio,
Deadline Extended! Bba Artist Prize 2025,"Convocatoria ""Bba Artist Prize"" en",Revisar,https://www.artconnect.com/opportunity/dpOZ8981Ffu0tDQlXahH_,,"February 16, 2025",,No,BBA Artist Prize,,,,Premio,
Cachan Contemporary Art Biennial,,Revisar,https://www.artconnect.com/opportunity/lTpWX-8B8TV8_hILIjpKk,,"February 16, 2025",,No,Art Connect,,,,Convocatoria,
Apila’s First Printing Award 2025,"Premio ""Obtener Disciplina"" en España",Revisar,https://www.artconnect.com/opportunity/UcuAe6Va0hSigp5Vdd1P3,,"February 16, 2025",,No,Apila Ediciones,,,,Premio,
Circular Wool Lab,"Oportunidad ""Circular Wool Lab"" en",Revisar,https://www.artconnect.com/opportunity/xJ523m3arcpX3Knjf04Qa,,"February 16, 2025",,No,Art Connect,,,,Convocatoria,
"2025-2026 Residencies For Wood, Metal + Ceramics At Jester","Residencia ""Jester 2025-2026"" en",Revisar,https://www.artconnect.com/opportunity/ouYBm7e4OKQFQ8mwGOu0C,,"February 16, 2025",,No,Jester,,,,Residencia,
The Crystal Ship 2025 Festival: Change,"Convocatoria ""The Crystal Ship 2025"" en Bélgica",Revisar,https://www.artconnect.com/opportunity/BKHv6ROe-UpTokyfaT-94,,"February 16, 2025",,No,The Crystal Ship,,,,Convocatoria,
The World Heritage Residence/Scholarship,"Beca ""World Heritage Residence"" en Suecia",Revisar,https://www.artconnect.com/opportunity/XUfilKjRxOdp3xY2MBMfV,,"February 16, 2025",,No,Gävleborg,,,,Oportunidad,
Fukuoka Asian Art Museum (Faam) Air Program,"Residencia ""Fukuoka Asian Art Museum Air Program"" en Japón",Revisar,https://www.artconnect.com/opportunity/jMmH2f5A873rLmEE-gULA,,"February 16, 2025",,No,Art Connect,,,,Residencia,
Call To Exhibit At Belgrade Photo Month Photography Festival,"Convocatoria ""Belgrade Photo Month"" en Serbia",Revisar,https://www.artconnect.com/opportunity/44PnZRGgCKf6-OUXOu4Y6,,"February 16, 2025",,No,Belgrade Photo Month,,,,Convocatoria,
Mckinney International Art And Design Residency 2027,,Revisar,https://www.artconnect.com/opportunity/Bo7MC_t3evUEaBbjzHIwL,,"February 16, 2025",,No,Eskenazi,,,,Residencia,
The Art Of Street Photography,,Revisar,https://www.artconnect.com/opportunity/9U_3e5G5cU3FiVu5P098S,,"February 16, 2025",,No,Chateau Gallery,,,,Oportunidad,
Long Meadow Residency Open Call,"Residencia ""Long Meadow Open Call"" en",Revisar,https://www.artconnect.com/opportunity/_tccRMyvgKelK20VCmKk3,,"February 16, 2025",,No,Long Meadow Art Residency,,,,Residencia,
Home - Call For Art,,Revisar,https://www.artconnect.com/opportunity/8S5BIPw-JFJqAGEPsXd7W,,"February 16, 2025",,No,Azalea Arts Community,,,,Convocatoria,
Convocatoria Marcos Juárez de Artes Visuales: insc...,"Convocatoria ""Marcos Juárez Artes Visuales"" en Argentina",Revisar,https://acortar.link/2spfiC,,"February 16, 2025",,No,,,,,Convocatoria,
I Concurso de murales Node Carabanchel,,Revisar,https://node-living.com/es/1er-concurso-de-murales-node-carabanchel/,,"February 16, 2025",,No,Node,,,,Convocatoria,
"IBA x OPA Open Call: ""Creative Living""",,Revisar,https://acortar.link/hvFv9o,,"February 16, 2025",,No,Discipline,,,,Convocatoria,
"Call for Art: ""Home"" An Online Exhibition by Azele...","Convocatoria ""Obtener Disciplina"" en",Revisar,https://www.azaleaartscommunity.com/open-calls,,"February 16, 2025",,No,Azalea Arts Community,,,,Convocatoria,
Open Call for Artists: Submit Your Work by Visual ...,,Revisar,https://acortar.link/0lT0EP,,"February 16, 2025",,No,Visual,,,,Convocatoria,
